Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-March-2007,2271.00,2339.00,2271.00,2320.20,2315.733466933867735470,998,132,2311102.00,493,49.40,68.00,49.20
22-March-2007,2237.00,2322.90,2230.50,2305.05,2292.900621118012422360,1932,169,4429884.00,1110,57.45,92.40,68.05
21-March-2007,2150.80,2235.00,2150.80,2226.45,2208.903301886792452830,2120,206,4682875.00,1125,53.07,84.20,75.65
20-March-2007,2200.00,2221.00,2150.15,2158.70,2170.838393731635651322,1021,112,2216426.00,609,59.65,70.85,-41.30
19-March-2007,2115.00,2185.00,2095.15,2163.20,2139.470991890205864004,1603,155,3429572.00,871,54.34,89.85,48.20
16-March-2007,2111.00,2135.00,2090.30,2105.60,2118.331084120557804768,2223,143,4709050.00,1550,69.73,44.70,-5.40
15-March-2007,2198.90,2198.90,2100.00,2108.60,2112.543929712460063897,1252,106,2644905.00,1075,85.86,98.90,-90.30
14-March-2007,2135.00,2144.00,2001.50,2099.15,2106.396203554119547657,2476,207,5215437.00,1090,44.02,142.50,-35.85
13-March-2007,2114.00,2149.95,2077.25,2118.25,2115.072078907435508345,1318,166,2787665.00,606,45.98,72.70,4.25
12-March-2007,2058.00,2123.00,2050.00,2095.75,2099.791515151515151515,1650,204,3464656.00,873,52.91,73.00,37.75
9-March-2007,2021.00,2147.00,2021.00,2058.40,2104.840144742443593018,4698,271,9888539.00,2784,59.26,126.00,37.40
8-March-2007,2080.00,2119.95,2030.00,2105.60,2071.391153081510934393,2012,224,4167639.00,719,35.74,89.95,25.60
7-March-2007,2210.00,2210.00,2040.10,2080.15,2096.365806805708013172,3644,275,7639157.00,2314,63.50,169.90,-129.85
6-March-2007,2245.00,2259.95,2065.50,2182.45,2153.403636363636363636,2475,302,5329674.00,680,27.47,194.45,-62.55
5-March-2007,2260.00,2300.00,2180.30,2217.70,2245.084310018903591682,7935,334,17814744.00,5134,64.70,119.70,-42.30
2-March-2007,2345.00,2410.00,2325.00,2343.60,2372.053137003841229193,1562,216,3705147.00,704,45.07,85.00,-1.40
1-March-2007,2330.00,2359.00,2265.00,2351.75,2326.302013422818791946,1341,182,3119571.00,566,42.21,94.00,21.75
28-February-2007,2251.35,2360.00,2240.00,2335.35,2321.417910447761194029,3618,376,8398890.00,1903,52.60,120.00,84.00
27-February-2007,2388.95,2482.50,2381.00,2392.70,2434.399535423925667828,1722,309,4192036.00,522,30.31,101.50,3.75
