Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-July-2008,799.00,817.00,797.00,806.05,808.016562345066931085,129088,4886,104305242.00,32117,24.88,20.00,7.05
25-July-2008,795.10,819.00,790.00,798.00,801.030081374341825176,453337,11098,363136574.00,193119,42.60,29.00,2.90
24-July-2008,864.00,864.00,792.00,802.75,804.980633378267796221,758883,15383,610886118.00,435632,57.40,72.00,-61.25
23-July-2008,847.00,864.00,820.00,858.50,841.590066036915834059,425671,12965,358240485.00,139907,32.87,44.00,11.50
22-July-2008,814.00,841.95,805.00,834.35,828.198856591817054690,246806,10543,204404447.00,41160,16.68,36.95,20.35
21-July-2008,795.10,818.40,782.80,813.45,800.628950983038012414,248261,9962,198764944.00,62831,25.31,35.60,18.35
18-July-2008,790.00,801.70,748.60,794.95,770.382663366371053811,575302,16260,443202687.00,182246,31.68,53.10,4.95
17-July-2008,748.00,782.00,745.00,779.20,771.048694812825247607,714840,16323,551176449.00,336236,47.04,37.00,31.20
16-July-2008,759.00,769.00,719.10,727.35,738.842713691843359085,316086,13456,233537838.00,49269,15.59,49.90,-31.65
15-July-2008,760.00,785.00,739.00,749.70,762.582327474192317687,361714,15635,275836704.00,61744,17.07,46.00,-10.30
14-July-2008,795.00,798.00,762.20,768.95,775.922662805852856766,311506,9818,241704565.00,161665,51.90,35.80,-26.05
11-July-2008,882.00,890.00,787.00,799.20,823.225148839612680011,445110,17194,366425746.00,158655,35.64,103.00,-82.80
10-July-2008,885.00,890.00,853.00,869.00,864.658890191158506388,242312,6597,209517225.00,102015,42.10,37.00,-16.00
9-July-2008,849.75,889.00,849.75,875.65,865.032200959737827715,205056,6253,177380043.00,79433,38.74,39.25,25.90
8-July-2008,852.00,852.00,818.15,826.70,825.869380212247624649,275433,7154,227471681.00,122138,44.34,33.85,-25.30
7-July-2008,850.00,863.95,835.30,852.00,855.173285841495992876,95455,3301,81630566.00,31330,32.82,28.65,2.00
4-July-2008,845.10,869.00,835.25,843.75,847.459813313682141979,122130,4256,103500267.00,44602,36.52,33.75,-1.35
3-July-2008,874.00,878.00,821.00,854.90,844.244318072733276760,260431,7123,219867392.00,106800,41.01,57.00,-19.10
