Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-May-2010,2248.00,2272.00,2193.10,2214.85,2235.011684550643047119,566988,20836,1267224805.00,70405,12.42,78.90,-33.15
18-May-2010,2262.00,2296.90,2230.90,2276.15,2271.724566356095312566,679071,24425,1542662273.00,153269,22.57,66.00,14.15
17-May-2010,2200.00,2268.00,2141.75,2251.45,2193.602207711552716272,848571,33435,1861427219.00,157504,18.56,126.25,51.45
14-May-2010,2312.35,2334.00,2213.00,2222.65,2271.162001179586477042,1078344,41233,2449093917.00,137270,12.73,121.00,-89.70
13-May-2010,2330.00,2348.80,2306.20,2315.15,2330.737867922393495794,371206,14184,865183881.00,71313,19.21,42.60,-14.85
12-May-2010,2285.00,2340.00,2285.00,2323.95,2313.687400512642759528,452947,19420,1047977767.00,55023,12.15,55.00,38.95
11-May-2010,2315.00,2337.90,2280.00,2286.90,2307.528419929549544687,481757,20388,1111667969.00,51037,10.59,57.90,-28.10
10-May-2010,2250.00,2322.00,2249.00,2306.70,2283.369198788033299667,305949,13021,698594523.00,50768,16.59,73.00,56.70
7-May-2010,2295.00,2295.00,2218.10,2226.35,2249.270578206764724242,464557,17447,1044914392.00,91194,19.63,76.90,-68.65
6-May-2010,2285.00,2317.00,2262.60,2309.85,2289.956817501269371476,460858,17872,1055344919.00,87698,19.03,54.40,24.85
5-May-2010,2260.00,2298.00,2245.00,2285.30,2268.551169224256020087,410999,17572,932372262.00,67042,16.31,53.00,25.30
4-May-2010,2250.00,2315.50,2250.00,2281.10,2298.112312888161119519,371302,12775,853293698.00,114253,30.77,65.50,31.10
3-May-2010,2291.00,2309.00,2277.10,2300.05,2292.573140407039234027,344242,13332,789199963.00,81947,23.81,31.90,9.05
30-April-2010,2285.00,2318.80,2274.45,2297.95,2302.299678151810566021,514839,21036,1185313664.00,108855,21.14,44.35,12.95
29-April-2010,2225.00,2285.00,2225.00,2274.45,2263.271335847115946716,497789,19235,1126631575.00,117189,23.54,60.00,49.45
28-April-2010,2148.50,2251.90,2148.50,2235.85,2232.504394851445193617,475784,20054,1062189871.00,76613,16.10,103.40,87.35
27-April-2010,2252.10,2252.10,2209.00,2216.10,2223.508550254321158139,260694,12174,579655338.00,39121,15.01,43.10,-36.00
26-April-2010,2269.00,2275.00,2240.10,2252.05,2256.084286653151246463,359096,17215,810150843.00,38764,10.79,34.90,-16.95
23-April-2010,2220.00,2292.00,2215.95,2255.60,2259.273042769024495377,860693,34573,1944540493.00,117800,13.69,76.05,35.60
22-April-2010,2100.00,2248.80,2095.00,2222.65,2201.193934778647308258,1624376,73044,3575566599.00,377643,23.25,153.80,122.65
21-April-2010,2102.00,2118.90,2087.10,2105.20,2103.491152602204823791,405656,15188,853293807.00,88650,21.85,31.80,3.20
20-April-2010,2045.00,2106.00,2023.00,2098.05,2072.719605601521346180,722518,26518,1497577224.00,61594,8.52,83.00,53.05
19-April-2010,2027.00,2043.90,2015.00,2031.75,2030.022706877764245881,249616,10361,506726148.00,23516,9.42,28.90,4.75
16-April-2010,2051.05,2055.00,2026.00,2046.80,2042.559773240748773229,265127,10757,541537745.00,40110,15.13,29.00,-4.25
15-April-2010,2110.00,2110.00,2048.10,2054.10,2070.227259186099876275,372601,12010,771368747.00,125587,33.71,61.90,-55.90
13-April-2010,2090.10,2109.40,2063.85,2092.50,2084.367763990405499839,370629,14029,772527140.00,86764,23.41,45.55,2.40
12-April-2010,2115.00,2115.00,2080.70,2092.10,2093.482994638808247335,235955,7709,493967780.00,94529,40.06,34.30,-22.90
